,hour,min,seg,temp
4202,10,50,49,115.393
4203,10,50,50,115.38699999999999
4204,10,50,51,115.38000000000002
4205,10,50,52,115.375
4206,10,50,53,115.36999999999998
4207,10,50,54,115.36099999999999
4208,10,50,55,115.359
4209,10,50,56,115.349
4210,10,50,57,115.33700000000002
4211,10,50,58,115.33
4212,10,50,59,115.32299999999998
4213,10,51,0,115.31999999999996
4214,10,51,1,115.31999999999996
4215,10,51,2,115.31299999999996
4216,10,51,3,115.30899999999997
4217,10,51,4,115.29999999999998
4218,10,51,5,115.29999999999998
4219,10,51,6,115.29099999999998
4220,10,51,7,115.28999999999999
4221,10,51,8,115.29399999999998
4222,10,51,9,115.28999999999999
4223,10,51,10,115.29499999999999
4224,10,51,11,115.30299999999997
4225,10,51,12,115.31299999999996
4226,10,51,13,115.31999999999996
4227,10,51,14,115.31099999999996
4228,10,51,15,115.30999999999997
4229,10,51,16,115.30499999999998
4230,10,51,17,115.29999999999998
4231,10,51,18,115.29299999999998
4232,10,51,19,115.28999999999999
4233,10,51,20,115.28899999999999
4234,10,51,21,115.28
4235,10,51,22,115.275
4236,10,51,23,115.27000000000001
4237,10,51,24,115.26100000000001
4238,10,51,25,115.251
4239,10,51,26,115.24100000000001
4240,10,51,27,115.23999999999998
4241,10,51,28,115.23499999999999
4242,10,51,29,115.22999999999999
4243,10,51,30,115.22999999999999
4244,10,51,31,115.223
4245,10,51,32,115.22
4246,10,51,33,115.22
4247,10,51,34,115.22
4248,10,51,35,115.22
4249,10,51,36,115.227
4250,10,51,37,115.22999999999999
4251,10,51,38,115.226
4252,10,51,39,115.22999999999999
4253,10,51,40,115.22999999999999
4254,10,51,41,115.226
4255,10,51,42,115.223
4256,10,51,43,115.22
4257,10,51,44,115.21900000000001
4258,10,51,45,115.21000000000001
4259,10,51,46,115.20500000000001
4260,10,51,47,115.19700000000003
4261,10,51,48,115.18900000000004
4262,10,51,49,115.17700000000002
4263,10,51,50,115.17
4264,10,51,51,115.17
4265,10,51,52,115.167
4266,10,51,53,115.16
4267,10,51,54,115.167
4268,10,51,55,115.17
4269,10,51,56,115.16299999999998
4270,10,51,57,115.16
4271,10,51,58,115.167
4272,10,51,59,115.17
4273,10,52,0,115.17
4274,10,52,1,115.17700000000002
4275,10,52,2,115.18000000000004
4276,10,52,3,115.18000000000004
4277,10,52,4,115.18000000000004
4278,10,52,5,115.18100000000004
4279,10,52,6,115.18500000000003
4280,10,52,7,115.18000000000004
4281,10,52,8,115.18000000000004
4282,10,52,9,115.18000000000004
4283,10,52,10,115.18000000000004
4284,10,52,11,115.17900000000004
4285,10,52,12,115.17
4286,10,52,13,115.16099999999999
4287,10,52,14,115.151
4288,10,52,15,115.143
4289,10,52,16,115.13699999999999
4290,10,52,17,115.127
4291,10,52,18,115.11499999999998
4292,10,52,19,115.10999999999999
4293,10,52,20,115.10499999999999
4294,10,52,21,115.1
4295,10,52,22,115.1
4296,10,52,23,115.1
4297,10,52,24,115.1
4298,10,52,25,115.1
4299,10,52,26,115.095
4300,10,52,27,115.09
4301,10,52,28,115.08800000000001
4302,10,52,29,115.08900000000001
4303,10,52,30,115.08
4304,10,52,31,115.07599999999998
4305,10,52,32,115.07099999999996
4306,10,52,33,115.06999999999996
4307,10,52,34,115.06299999999996
4308,10,52,35,115.05999999999997
4309,10,52,36,115.05299999999997
4310,10,52,37,115.04999999999998
4311,10,52,38,115.04099999999998
4312,10,52,39,115.03299999999999
4313,10,52,40,115.025
4314,10,52,41,115.019
4315,10,52,42,115.00700000000002
4316,10,52,43,114.995
4317,10,52,44,114.98499999999999
4318,10,52,45,114.977
4319,10,52,46,114.97
4320,10,52,47,114.96900000000001
4321,10,52,48,114.96000000000001
4322,10,52,49,114.95300000000002
4323,10,52,50,114.95000000000002
4324,10,52,51,114.95000000000002
4325,10,52,52,114.95000000000002
4326,10,52,53,114.95000000000002
4327,10,52,54,114.94500000000002
4328,10,52,55,114.94000000000003
4329,10,52,56,114.94000000000003
4330,10,52,57,114.94000000000003
4331,10,52,58,114.93900000000004
4332,10,52,59,114.93000000000004
4333,10,53,0,114.93000000000004
4334,10,53,1,114.925
4335,10,53,2,114.92
4336,10,53,3,114.92
4337,10,53,4,114.92
4338,10,53,5,114.92
4339,10,53,6,114.92
4340,10,53,7,114.92
4341,10,53,8,114.915
4342,10,53,9,114.90899999999999
4343,10,53,10,114.899
4344,10,53,11,114.89000000000001
4345,10,53,12,114.88499999999999
4346,10,53,13,114.875
4347,10,53,14,114.86499999999998
4348,10,53,15,114.85999999999999
4349,10,53,16,114.85999999999999
4350,10,53,17,114.85999999999999
4351,10,53,18,114.85999999999999
4352,10,53,19,114.85999999999999
4353,10,53,20,114.86100000000002
4354,10,53,21,114.86999999999998
4355,10,53,22,114.873
4356,10,53,23,114.88000000000002
4357,10,53,24,114.88000000000002
4358,10,53,25,114.88900000000001
4359,10,53,26,114.897
4360,10,53,27,114.9
4361,10,53,28,114.9
4362,10,53,29,114.9
4363,10,53,30,114.9
4364,10,53,31,114.9
4365,10,53,32,114.9
4366,10,53,33,114.893
4367,10,53,34,114.89000000000001
4368,10,53,35,114.89000000000001
4369,10,53,36,114.89000000000001
4370,10,53,37,114.883
4371,10,53,38,114.88000000000002
4372,10,53,39,114.87100000000001
4373,10,53,40,114.86999999999998
4374,10,53,41,114.86499999999998
4375,10,53,42,114.85999999999999
4376,10,53,43,114.85999999999999
4377,10,53,44,114.859
4378,10,53,45,114.85499999999999
4379,10,53,46,114.85999999999999
4380,10,53,47,114.85999999999999
4381,10,53,48,114.85999999999999
4382,10,53,49,114.867
4383,10,53,50,114.86099999999999
4384,10,53,51,114.86500000000001
4385,10,53,52,114.86599999999999
4386,10,53,53,114.86999999999998
4387,10,53,54,114.877
4388,10,53,55,114.88000000000002
4389,10,53,56,114.88000000000002
4390,10,53,57,114.88000000000002
4391,10,53,58,114.88000000000002
4392,10,53,59,114.88000000000002
4393,10,54,0,114.88000000000002
4394,10,54,1,114.88000000000002
4395,10,54,2,114.88000000000002
4396,10,54,3,114.88000000000002
4397,10,54,4,114.87899999999999
4398,10,54,5,114.87399999999998
4399,10,54,6,114.87899999999999
4400,10,54,7,114.88000000000002
4401,10,54,8,114.88700000000001
4402,10,54,9,114.89000000000001
4403,10,54,10,114.89000000000001
4404,10,54,11,114.89000000000001
4405,10,54,12,114.89000000000001
4406,10,54,13,114.89000000000001
4407,10,54,14,114.899
4408,10,54,15,114.90299999999999
4409,10,54,16,114.90799999999999
4410,10,54,17,114.91
4411,10,54,18,114.91
4412,10,54,19,114.91
4413,10,54,20,114.91
4414,10,54,21,114.917
4415,10,54,22,114.92
4416,10,54,23,114.921
4417,10,54,24,114.93000000000004
4418,10,54,25,114.93500000000003
4419,10,54,26,114.94500000000002
4420,10,54,27,114.95500000000001
4421,10,54,28,114.96700000000001
4422,10,54,29,114.975
4423,10,54,30,114.98499999999999
4424,10,54,31,114.999
4425,10,54,32,115.01399999999998
4426,10,54,33,115.027
4427,10,54,34,115.03699999999999
4428,10,54,35,115.04899999999998
4429,10,54,36,115.05499999999998
4430,10,54,37,115.06099999999996
4431,10,54,38,115.075
4432,10,54,39,115.085
4433,10,54,40,115.102
4434,10,54,41,115.11300000000001
4435,10,54,42,115.123
4436,10,54,43,115.13000000000002
4437,10,54,44,115.14200000000001
4438,10,54,45,115.155
4439,10,54,46,115.16
4440,10,54,47,115.16499999999999
4441,10,54,48,115.171
4442,10,54,49,115.18300000000004
4443,10,54,50,115.19100000000003
4444,10,54,51,115.20100000000002
4445,10,54,52,115.21300000000001
4446,10,54,53,115.225
4447,10,54,54,115.23299999999999
4448,10,54,55,115.247
4449,10,54,56,115.258
4450,10,54,57,115.27000000000001
4451,10,54,58,115.273
4452,10,54,59,115.28099999999999
4453,10,55,0,115.28999999999999
4454,10,55,1,115.29899999999998
4455,10,55,2,115.30899999999997
4456,10,55,3,115.31899999999996
4457,10,55,4,115.32099999999996
4458,10,55,5,115.33
4459,10,55,6,115.333
4460,10,55,7,115.34
4461,10,55,8,115.34700000000001
4462,10,55,9,115.35
4463,10,55,10,115.352
4464,10,55,11,115.35
4465,10,55,12,115.353
4466,10,55,13,115.35999999999999
4467,10,55,14,115.35999999999999
4468,10,55,15,115.36300000000001
4469,10,55,16,115.36999999999998
4470,10,55,17,115.373
4471,10,55,18,115.38500000000002
4472,10,55,19,115.397
4473,10,55,20,115.407
4474,10,55,21,115.41499999999999
4475,10,55,22,115.42
4476,10,55,23,115.42500000000003
4477,10,55,24,115.43300000000004
4478,10,55,25,115.44300000000003
4479,10,55,26,115.45300000000002
4480,10,55,27,115.46300000000001
4481,10,55,28,115.47
4482,10,55,29,115.477
4483,10,55,30,115.481
4484,10,55,31,115.48999999999998
4485,10,55,32,115.48999999999998
4486,10,55,33,115.48999999999998
4487,10,55,34,115.497
4488,10,55,35,115.5
4489,10,55,36,115.50899999999999
4490,10,55,37,115.51700000000001
4491,10,55,38,115.522
4492,10,55,39,115.529
4493,10,55,40,115.53
4494,10,55,41,115.535
4495,10,55,42,115.54099999999998
4496,10,55,43,115.54999999999998
4497,10,55,44,115.54999999999998
4498,10,55,45,115.55299999999997
4499,10,55,46,115.55999999999997
4500,10,55,47,115.56699999999996
4501,10,55,48,115.575
4502,10,55,49,115.58099999999999
4503,10,55,50,115.59
4504,10,55,51,115.59
4505,10,55,52,115.59700000000001
4506,10,55,53,115.6
4507,10,55,54,115.607
4508,10,55,55,115.60999999999999
4509,10,55,56,115.61500000000001
4510,10,55,57,115.61999999999998
4511,10,55,58,115.62899999999999
4512,10,55,59,115.63000000000002
4513,10,56,0,115.63000000000002
4514,10,56,1,115.63000000000002
4515,10,56,2,115.63000000000002
4516,10,56,3,115.623
4517,10,56,4,115.62899999999999
4518,10,56,5,115.63000000000002
4519,10,56,6,115.63500000000002
4520,10,56,7,115.643
4521,10,56,8,115.657
4522,10,56,9,115.66900000000001
4523,10,56,10,115.68200000000004
4524,10,56,11,115.69100000000003
4525,10,56,12,115.70800000000001
4526,10,56,13,115.723
4527,10,56,14,115.737
4528,10,56,15,115.747
4529,10,56,16,115.75899999999999
4530,10,56,17,115.76700000000001
4531,10,56,18,115.773
4532,10,56,19,115.78
4533,10,56,20,115.78
4534,10,56,21,115.78
4535,10,56,22,115.78
4536,10,56,23,115.78
4537,10,56,24,115.78
4538,10,56,25,115.777
4539,10,56,26,115.77000000000001
4540,10,56,27,115.769
4541,10,56,28,115.76000000000002
4542,10,56,29,115.76000000000002
4543,10,56,30,115.75800000000001
4544,10,56,31,115.758
4545,10,56,32,115.76700000000001
4546,10,56,33,115.771
4547,10,56,34,115.78
4548,10,56,35,115.78899999999999
4549,10,56,36,115.79699999999998
4550,10,56,37,115.80299999999997
4551,10,56,38,115.81299999999996
4552,10,56,39,115.82299999999998
4553,10,56,40,115.83
4554,10,56,41,115.83
4555,10,56,42,115.83
4556,10,56,43,115.83
4557,10,56,44,115.82299999999998
4558,10,56,45,115.81299999999996
4559,10,56,46,115.80499999999998
4560,10,56,47,115.79199999999999
4561,10,56,48,115.777
4562,10,56,49,115.75999999999999
4563,10,56,50,115.74000000000001
4564,10,56,51,115.71600000000001
4565,10,56,52,115.69600000000003
4566,10,56,53,115.676
4567,10,56,54,115.65799999999999
4568,10,56,55,115.643
4569,10,56,56,115.62599999999998
4570,10,56,57,115.60799999999999
4571,10,56,58,115.593
4572,10,56,59,115.58099999999999
4573,10,57,0,115.56799999999996
4574,10,57,1,115.55699999999997
4575,10,57,2,115.54999999999998
4576,10,57,3,115.54499999999999
4577,10,57,4,115.53299999999999
4578,10,57,5,115.52000000000001
4579,10,57,6,115.50500000000002
4580,10,57,7,115.49000000000001
4581,10,57,8,115.468
4582,10,57,9,115.45200000000003
4583,10,57,10,115.43700000000004
4584,10,57,11,115.41600000000001
4585,10,57,12,115.396
4586,10,57,13,115.381
4587,10,57,14,115.36799999999998
4588,10,57,15,115.35499999999999
4589,10,57,16,115.33800000000001
4590,10,57,17,115.31999999999998
4591,10,57,18,115.30199999999998
4592,10,57,19,115.285
4593,10,57,20,115.26500000000001
4594,10,57,21,115.247
4595,10,57,22,115.22999999999999
4596,10,57,23,115.21400000000001
4597,10,57,24,115.19500000000002
4598,10,57,25,115.176
4599,10,57,26,115.16
4600,10,57,27,115.14500000000001
4601,10,57,28,115.13699999999999
4602,10,57,29,115.12
4603,10,57,30,115.107
4604,10,57,31,115.09
4605,10,57,32,115.07199999999997
4606,10,57,33,115.05399999999997
4607,10,57,34,115.02799999999999
4608,10,57,35,115.001
4609,10,57,36,114.976
4610,10,57,37,114.95600000000002
4611,10,57,38,114.94000000000003
4612,10,57,39,114.922
4613,10,57,40,114.905
4614,10,57,41,114.89000000000001
4615,10,57,42,114.875
4616,10,57,43,114.85799999999999
4617,10,57,44,114.83800000000001
4618,10,57,45,114.82199999999997
4619,10,57,46,114.80999999999997
4620,10,57,47,114.80099999999997
4621,10,57,48,114.79299999999998
4622,10,57,49,114.78299999999999
4623,10,57,50,114.77000000000001
4624,10,57,51,114.75500000000002
4625,10,57,52,114.75
4626,10,57,53,114.74000000000001
4627,10,57,54,114.72999999999999
4628,10,57,55,114.727
4629,10,57,56,114.72
4630,10,57,57,114.72
4631,10,57,58,114.72
4632,10,57,59,114.72
4633,10,58,0,114.72
4634,10,58,1,114.723
4635,10,58,2,114.72999999999999
4636,10,58,3,114.737
4637,10,58,4,114.73999999999998
4638,10,58,5,114.73999999999998
4639,10,58,6,114.749
4640,10,58,7,114.75
4641,10,58,8,114.75899999999999
4642,10,58,9,114.76400000000001
4643,10,58,10,114.76200000000001
4644,10,58,11,114.76500000000001
4645,10,58,12,114.77000000000001
4646,10,58,13,114.77000000000001
4647,10,58,14,114.769
4648,10,58,15,114.76000000000002
4649,10,58,16,114.751
4650,10,58,17,114.75
4651,10,58,18,114.75
4652,10,58,19,114.74600000000001
4653,10,58,20,114.75
4654,10,58,21,114.75
4655,10,58,22,114.745
4656,10,58,23,114.73899999999999
4657,10,58,24,114.72999999999999
4658,10,58,25,114.72999999999999
4659,10,58,26,114.72999999999999
4660,10,58,27,114.72999999999999
4661,10,58,28,114.732
4662,10,58,29,114.72999999999999
4663,10,58,30,114.729
4664,10,58,31,114.72
4665,10,58,32,114.72
4666,10,58,33,114.72
4667,10,58,34,114.72
4668,10,58,35,114.72
4669,10,58,36,114.715
4670,10,58,37,114.71000000000001
4671,10,58,38,114.71700000000001
4672,10,58,39,114.72
4673,10,58,40,114.72
4674,10,58,41,114.72200000000001
4675,10,58,42,114.72
4676,10,58,43,114.72
4677,10,58,44,114.72
4678,10,58,45,114.71600000000001
4679,10,58,46,114.72
4680,10,58,47,114.72
4681,10,58,48,114.72
4682,10,58,49,114.71700000000001
4683,10,58,50,114.71000000000001
4684,10,58,51,114.71300000000001
4685,10,58,52,114.72
4686,10,58,53,114.71100000000001
4687,10,58,54,114.70100000000002
4688,10,58,55,114.69300000000003
4689,10,58,56,114.69000000000003
4690,10,58,57,114.68100000000004
4691,10,58,58,114.67700000000002
4692,10,58,59,114.672
4693,10,59,0,114.67
4694,10,59,1,114.67
4695,10,59,2,114.67
4696,10,59,3,114.67
4697,10,59,4,114.67
4698,10,59,5,114.67
4699,10,59,6,114.67
4700,10,59,7,114.66299999999998
4701,10,59,8,114.66
4702,10,59,9,114.667
4703,10,59,10,114.673
4704,10,59,11,114.68300000000004
4705,10,59,12,114.69000000000003
4706,10,59,13,114.69000000000003
4707,10,59,14,114.69900000000003
4708,10,59,15,114.70100000000002
4709,10,59,16,114.71000000000001
4710,10,59,17,114.71000000000001
4711,10,59,18,114.71100000000001
4712,10,59,19,114.71400000000001
4713,10,59,20,114.72
4714,10,59,21,114.723
4715,10,59,22,114.72999999999999
4716,10,59,23,114.731
4717,10,59,24,114.74299999999998
4718,10,59,25,114.751
4719,10,59,26,114.76500000000001
4720,10,59,27,114.77000000000001
4721,10,59,28,114.77000000000001
4722,10,59,29,114.777
4723,10,59,30,114.78699999999999
4724,10,59,31,114.79899999999998
4725,10,59,32,114.80899999999997
4726,10,59,33,114.80999999999997
4727,10,59,34,114.80999999999997
4728,10,59,35,114.81299999999996
4729,10,59,36,114.81999999999996
4730,10,59,37,114.829
4731,10,59,38,114.83
4732,10,59,39,114.83
4733,10,59,40,114.83
4734,10,59,41,114.83
4735,10,59,42,114.83099999999999
4736,10,59,43,114.84
4737,10,59,44,114.84
4738,10,59,45,114.84
4739,10,59,46,114.843
4740,10,59,47,114.85
4741,10,59,48,114.857
4742,10,59,49,114.856
4743,10,59,50,114.85999999999999
4744,10,59,51,114.85999999999999
4745,10,59,52,114.853
4746,10,59,53,114.85
4747,10,59,54,114.84700000000001
4748,10,59,55,114.84
4749,10,59,56,114.83700000000002
4750,10,59,57,114.83
4751,10,59,58,114.83
4752,10,59,59,114.83
4753,11,0,0,114.83
4754,11,0,1,114.83
4755,11,0,2,114.83
4756,11,0,3,114.83
4757,11,0,4,114.83
4758,11,0,5,114.83900000000001
4759,11,0,6,114.84
4760,11,0,7,114.84
4761,11,0,8,114.84
4762,11,0,9,114.84
4763,11,0,10,114.84
4764,11,0,11,114.84
4765,11,0,12,114.83800000000001
4766,11,0,13,114.83099999999999
4767,11,0,14,114.83
4768,11,0,15,114.83
4769,11,0,16,114.83
4770,11,0,17,114.82299999999998
4771,11,0,18,114.81999999999996
4772,11,0,19,114.81099999999996
4773,11,0,20,114.80999999999997
4774,11,0,21,114.80299999999997
4775,11,0,22,114.80499999999998
4776,11,0,23,114.80999999999997
4777,11,0,24,114.80999999999997
4778,11,0,25,114.81099999999996
4779,11,0,26,114.81999999999996
4780,11,0,27,114.81999999999996
4781,11,0,28,114.827
4782,11,0,29,114.83700000000002
4783,11,0,30,114.84
4784,11,0,31,114.84
4785,11,0,32,114.849
4786,11,0,33,114.859
4787,11,0,34,114.869
4788,11,0,35,114.86999999999998
4789,11,0,36,114.873
4790,11,0,37,114.88000000000002
4791,11,0,38,114.88500000000002
4792,11,0,39,114.89000000000001
4793,11,0,40,114.89000000000001
4794,11,0,41,114.893
4795,11,0,42,114.9
4796,11,0,43,114.898
4797,11,0,44,114.9
4798,11,0,45,114.907
4799,11,0,46,114.917
4800,11,0,47,114.92700000000002
4801,11,0,48,114.93900000000004
4802,11,0,49,114.94000000000003
4803,11,0,50,114.94700000000003
4804,11,0,51,114.95900000000002
4805,11,0,52,114.965
4806,11,0,53,114.97
4807,11,0,54,114.973
4808,11,0,55,114.97999999999999
4809,11,0,56,114.98899999999999
4810,11,0,57,114.997
4811,11,0,58,115.005
4812,11,0,59,115.01000000000002
4813,11,1,0,115.01000000000002
4814,11,1,1,115.019
4815,11,1,2,115.021
4816,11,1,3,115.03
4817,11,1,4,115.03
4818,11,1,5,115.03899999999999
4819,11,1,6,115.03999999999999
4820,11,1,7,115.04999999999998
4821,11,1,8,115.06099999999996
4822,11,1,9,115.06999999999996
4823,11,1,10,115.077
4824,11,1,11,115.083
4825,11,1,12,115.093
4826,11,1,13,115.10499999999999
4827,11,1,14,115.11500000000001
4828,11,1,15,115.128
4829,11,1,16,115.143
4830,11,1,17,115.155
4831,11,1,18,115.16900000000001
4832,11,1,19,115.18200000000004
4833,11,1,20,115.19000000000003
4834,11,1,21,115.19700000000003
4835,11,1,22,115.20000000000002
4836,11,1,23,115.20900000000002
4837,11,1,24,115.21900000000001
4838,11,1,25,115.22
4839,11,1,26,115.221
4840,11,1,27,115.22999999999999
4841,11,1,28,115.231
4842,11,1,29,115.24099999999999
4843,11,1,30,115.25
4844,11,1,31,115.25899999999999
4845,11,1,32,115.26100000000001
4846,11,1,33,115.27000000000001
4847,11,1,34,115.271
4848,11,1,35,115.28
4849,11,1,36,115.285
4850,11,1,37,115.29499999999999
4851,11,1,38,115.30699999999997
4852,11,1,39,115.31899999999996
4853,11,1,40,115.327
4854,11,1,41,115.33500000000001
4855,11,1,42,115.34
4856,11,1,43,115.35
4857,11,1,44,115.36300000000001
4858,11,1,45,115.36999999999998
4859,11,1,46,115.37100000000001
4860,11,1,47,115.38000000000002
4861,11,1,48,115.38700000000001
4862,11,1,49,115.4
4863,11,1,50,115.41
4864,11,1,51,115.41499999999999
4865,11,1,52,115.42
4866,11,1,53,115.42500000000003
4867,11,1,54,115.43100000000004
4868,11,1,55,115.44300000000003
4869,11,1,56,115.45700000000002
4870,11,1,57,115.46700000000001
4871,11,1,58,115.47
4872,11,1,59,115.475
4873,11,2,0,115.48499999999999
4874,11,2,1,115.502
4875,11,2,2,115.51700000000001
4876,11,2,3,115.527
4877,11,2,4,115.53699999999999
4878,11,2,5,115.54899999999998
4879,11,2,6,115.55699999999997
4880,11,2,7,115.55999999999997
4881,11,2,8,115.56899999999996
4882,11,2,9,115.57099999999996
4883,11,2,10,115.583
4884,11,2,11,115.593
4885,11,2,12,115.6
4886,11,2,13,115.607
4887,11,2,14,115.617
4888,11,2,15,115.63
4889,11,2,16,115.643
4890,11,2,17,115.657
4891,11,2,18,115.667
4892,11,2,19,115.67700000000002
4893,11,2,20,115.68500000000003
4894,11,2,21,115.70000000000002
4895,11,2,22,115.71700000000001
4896,11,2,23,115.72999999999999
4897,11,2,24,115.74499999999998
4898,11,2,25,115.76399999999998
4899,11,2,26,115.777
4900,11,2,27,115.78999999999999
4901,11,2,28,115.79999999999998
4902,11,2,29,115.80299999999997
4903,11,2,30,115.80999999999997
4904,11,2,31,115.80999999999997
4905,11,2,32,115.81699999999996
4906,11,2,33,115.82299999999998
4907,11,2,34,115.83
4908,11,2,35,115.83
4909,11,2,36,115.833
4910,11,2,37,115.843
4911,11,2,38,115.853
4912,11,2,39,115.86300000000001
4913,11,2,40,115.877
4914,11,2,41,115.88300000000001
4915,11,2,42,115.89000000000001
4916,11,2,43,115.897
4917,11,2,44,115.90299999999999
4918,11,2,45,115.91499999999999
4919,11,2,46,115.923
4920,11,2,47,115.93500000000003
4921,11,2,48,115.94700000000003
4922,11,2,49,115.95100000000002
4923,11,2,50,115.96000000000001
4924,11,2,51,115.96900000000001
4925,11,2,52,115.975
4926,11,2,53,115.98499999999999
4927,11,2,54,115.98999999999998
4928,11,2,55,115.99199999999999
4929,11,2,56,115.98999999999998
4930,11,2,57,115.98999999999998
4931,11,2,58,115.98999999999998
4932,11,2,59,115.98299999999999
4933,11,3,0,115.987
4934,11,3,1,115.98999999999998
4935,11,3,2,115.997
4936,11,3,3,116.00699999999999
4937,11,3,4,116.01700000000001
4938,11,3,5,116.029
4939,11,3,6,116.03999999999999
4940,11,3,7,116.05099999999997
4941,11,3,8,116.06299999999996
4942,11,3,9,116.077
4943,11,3,10,116.08900000000001
4944,11,3,11,116.099
4945,11,3,12,116.109
4946,11,3,13,116.11500000000001
4947,11,3,14,116.11999999999998
4948,11,3,15,116.11999999999998
4949,11,3,16,116.11999999999998
4950,11,3,17,116.11999999999998
4951,11,3,18,116.11999999999998
4952,11,3,19,116.123
4953,11,3,20,116.13000000000002
4954,11,3,21,116.12899999999999
4955,11,3,22,116.11999999999998
4956,11,3,23,116.127
4957,11,3,24,116.13000000000002
4958,11,3,25,116.13000000000002
4959,11,3,26,116.13000000000002
4960,11,3,27,116.13500000000002
4961,11,3,28,116.141
4962,11,3,29,116.15299999999999
4963,11,3,30,116.16
4964,11,3,31,116.16499999999999
4965,11,3,32,116.17
4966,11,3,33,116.17500000000003
4967,11,3,34,116.18300000000004
4968,11,3,35,116.19000000000003
4969,11,3,36,116.19900000000003
4970,11,3,37,116.20000000000002
4971,11,3,38,116.20000000000002
4972,11,3,39,116.20100000000002
4973,11,3,40,116.21000000000001
4974,11,3,41,116.21000000000001
4975,11,3,42,116.21000000000001
4976,11,3,43,116.21000000000001
4977,11,3,44,116.21900000000001
4978,11,3,45,116.215
4979,11,3,46,116.21000000000001
4980,11,3,47,116.21000000000001
4981,11,3,48,116.21000000000001
4982,11,3,49,116.21000000000001
4983,11,3,50,116.21000000000001
4984,11,3,51,116.21300000000001
4985,11,3,52,116.22
4986,11,3,53,116.225
4987,11,3,54,116.22999999999999
4988,11,3,55,116.23499999999999
4989,11,3,56,116.23999999999998
4990,11,3,57,116.249
4991,11,3,58,116.25699999999999
4992,11,3,59,116.269
4993,11,4,0,116.27000000000001
4994,11,4,1,116.27000000000001
4995,11,4,2,116.277
4996,11,4,3,116.28
4997,11,4,4,116.28
4998,11,4,5,116.277
4999,11,4,6,116.27000000000001
5000,11,4,7,116.263
5001,11,4,8,116.25500000000002
5002,11,4,9,116.245
5003,11,4,10,116.23999999999998
5004,11,4,11,116.24199999999999
5005,11,4,12,116.247
5006,11,4,13,116.25
5007,11,4,14,116.25
5008,11,4,15,116.25699999999999
5009,11,4,16,116.263
5010,11,4,17,116.275
5011,11,4,18,116.28299999999999
5012,11,4,19,116.29499999999999
5013,11,4,20,116.29999999999998
5014,11,4,21,116.30299999999997
5015,11,4,22,116.30999999999997
5016,11,4,23,116.31899999999996
5017,11,4,24,116.325
5018,11,4,25,116.33
5019,11,4,26,116.33
5020,11,4,27,116.32499999999997
5021,11,4,28,116.31999999999996
5022,11,4,29,116.329
5023,11,4,30,116.33
5024,11,4,31,116.33
5025,11,4,32,116.33
5026,11,4,33,116.333
5027,11,4,34,116.34
5028,11,4,35,116.333
5029,11,4,36,116.33099999999999
5030,11,4,37,116.34
5031,11,4,38,116.34700000000001
5032,11,4,39,116.351
5033,11,4,40,116.35999999999999
5034,11,4,41,116.362
5035,11,4,42,116.369
5036,11,4,43,116.373
5037,11,4,44,116.38000000000002
5038,11,4,45,116.38100000000001
5039,11,4,46,116.383
5040,11,4,47,116.38000000000002
5041,11,4,48,116.38000000000002
5042,11,4,49,116.38000000000002
5043,11,4,50,116.38000000000002
5044,11,4,51,116.37800000000001
5045,11,4,52,116.38000000000002
5046,11,4,53,116.38000000000002
5047,11,4,54,116.38000000000002
5048,11,4,55,116.38300000000001
5049,11,4,56,116.39000000000001
5050,11,4,57,116.39000000000001
5051,11,4,58,116.391
5052,11,4,59,116.4
5053,11,5,0,116.40899999999999
5054,11,5,1,116.41
5055,11,5,2,116.41900000000001
5056,11,5,3,116.421
5057,11,5,4,116.43000000000004
5058,11,5,5,116.43000000000004
5059,11,5,6,116.43000000000004
5060,11,5,7,116.43000000000004
5061,11,5,8,116.43200000000004
5062,11,5,9,116.43900000000004
5063,11,5,10,116.44000000000003
5064,11,5,11,116.44000000000003
5065,11,5,12,116.44000000000003
5066,11,5,13,116.44000000000003
5067,11,5,14,116.44000000000003
5068,11,5,15,116.44000000000003
5069,11,5,16,116.44000000000003
5070,11,5,17,116.44000000000003
5071,11,5,18,116.44000000000003
5072,11,5,19,116.43600000000004
5073,11,5,20,116.44000000000003
5074,11,5,21,116.44000000000003
5075,11,5,22,116.44300000000003
5076,11,5,23,116.45000000000002
5077,11,5,24,116.45300000000002
5078,11,5,25,116.46000000000001
5079,11,5,26,116.46000000000001
5080,11,5,27,116.46900000000001
5081,11,5,28,116.471
5082,11,5,29,116.47999999999999
5083,11,5,30,116.48899999999999
5084,11,5,31,116.49299999999998
5085,11,5,32,116.5
5086,11,5,33,116.50699999999999
5087,11,5,34,116.513
5088,11,5,35,116.52000000000001
5089,11,5,36,116.52000000000001
5090,11,5,37,116.52000000000001
5091,11,5,38,116.516
5092,11,5,39,116.518
5093,11,5,40,116.519
5094,11,5,41,116.51000000000002
5095,11,5,42,116.51700000000001
5096,11,5,43,116.52000000000001
5097,11,5,44,116.52000000000001
5098,11,5,45,116.527
5099,11,5,46,116.53
5100,11,5,47,116.53
5101,11,5,48,116.535
5102,11,5,49,116.54299999999998
5103,11,5,50,116.54999999999998
5104,11,5,51,116.55899999999997
5105,11,5,52,116.56499999999997
5106,11,5,53,116.577
5107,11,5,54,116.583
5108,11,5,55,116.593
5109,11,5,56,116.6
